Flight;Time;Length;Airline;AirportFrom;AirportTo;DayOfWeek;Class
8900;5750;650;AA;SAT;DFW;7;1
24710;12000;1000;DL;SLC;PHX;7;1
1210;9700;800;WN;SMF;LAX;1;1
26090;6650;880;YV;ORF;CLT;3;1
70930;7490;800;EV;IAD;CMH;7;1
13100;11800;830;B6;IAD;JFK;3;1
14580;6200;750;WN;SMF;ONT;5;1
4130;11500;1350;WN;BNA;BDL;1;1
24460;10100;830;XE;IAH;OKC;2;1
38160;6200;1450;MQ;DEN;ORD;4;1
480;6600;670;B6;JFK;BTV;7;1
23450;10300;1550;AA;ORD;DFW;2;1
21400;11020;830;DL;LAS;SLC;6;1
1920;9980;1010;FL;ATL;DCA;1;1
30280;5500;700;WN;BDL;BWI;6;1
73050;9670;1230;YV;ORD;PHL;3;1
22440;9850;1630;XE;IAH;PIT;4;1
5160;12420;1280;UA;PHX;SFO;5;1
15220;10550;650;DL;GRR;DTW;4;1
9380;10400;800;WN;LAX;SMF;7;1
1980;10950;3190;US;CLT;SAN;4;1
38490;11800;1150;9E;DTW;EWR;2;1
66920;4150;690;OO;ORD;DTW;7;1
33260;9250;1100;WN;MCO;MSY;3;1
9260;6100;1330;FL;ATL;MCI;5;1
7160;8550;700;WN;SAN;PHX;5;1
8520;8650;3370;AS;HNL;SEA;5;1
64100;11260;790;OO;BUR;SFO;2;1
2870;11200;1440;F9;STL;DEN;7;1
5880;10220;1760;UA;DFW;IAD;4;1
11430;4500;1000;DL;ATL;STL;1;1
16230;7500;1250;WN;IAD;MDW;6;1
21160;9950;2250;WN;MCI;LAX;2;1
10940;9750;600;WN;SEA;GEG;2;1
2040;5560;3140;B6;LGB;JFK;5;1
7540;10950;1950;WN;LAS;MSY;3;1
48280;8500;1830;OO;SAT;SLC;1;1
10110;6500;660;B6;BOS;JFK;4;1
25830;9300;1250;AA;DFW;DEN;1;1
2550;6200;850;WN;DEN;OMA;5;1
13840;11550;2850;WN;MDW;LAX;5;1
20180;6900;970;DL;MCO;ATL;3;1
41330;10050;900;MQ;ORD;PIT;3;1
6930;11430;1650;UA;LGA;ORD;3;1
10530;8300;1650;AA;ORD;AUS;6;1
55290;12430;670;EV;ATL;BQK;5;1
22350;10450;1200;DL;DTW;MSP;5;1
13360;9200;1050;WN;ELP;HOU;6;1
4120;6600;2240;CO;DEN;EWR;1;1
11190;8000;1600;AA;DCA;MIA;6;1
15100;6850;1700;DL;DEN;DTW;2;1
8410;8050;1650;AA;SJU;MIA;4;1
22560;8000;1700;AA;SNA;DFW;3;1
15110;9550;1150;WN;DEN;PHX;5;1
59450;12000;550;XE;ORD;LAN;2;1
1760;4850;1900;WN;BDL;TPA;2;1
1670;6000;850;WN;OAK;LAS;5;1
7340;3500;1270;DL;MCI;ATL;1;1
29550;5150;750;MQ;DFW;MAF;1;1
64840;10490;1160;OH;XNA;ATL;2;1
16610;8740;1510;CO;PHX;IAH;6;1
17760;11920;1230;US;CLT;BOS;5;1
63980;11450;920;OO;SFO;BOI;3;1
51560;9920;890;EV;CLT;ATL;2;1
44400;5800;1770;OO;SLC;IAH;3;1
8890;11150;2700;AA;ORD;LAX;7;1
11480;4000;1500;WN;HOU;MDW;4;1
63840;6750;1200;OH;CVG;LGA;1;1
22100;10200;1240;DL;DFW;ATL;3;1
24070;7800;810;DL;MSP;ORD;5;1
6330;5550;4000;B6;BOS;SFO;4;1
16110;11700;1390;DL;MEM;FLL;3;1
42280;7600;950;MQ;ORD;SGF;4;1
37620;5100;1100;WN;STL;DAL;1;1
590;10650;1480;CO;IAH;DEN;6;1
4600;6000;1530;AS;SEA;LAX;4;1
4870;7650;800;WN;MCI;IND;6;1
19360;6010;700;DL;MKE;DTW;2;1
62380;12360;770;OO;LAS;FAT;3;1
10620;9050;1300;WN;TPA;SDF;1;1
40;5050;1100;WN;DAL;ELP;7;1
13730;3900;820;DL;BOS;LGA;4;1
27160;10560;1690;XE;CAE;IAH;4;1
340;8400;2880;UA;OGG;SFO;3;1
19910;4250;820;US;RDU;PHL;7;1
1390;11630;1190;F9;DFW;DEN;4;1
4910;10830;1770;CO;MIA;IAH;5;1
70660;7150;1020;EV;ORD;GSO;6;1
20510;10450;800;WN;CLE;MDW;5;1
17610;8150;1600;WN;RSW;STL;5;1
5000;7110;1430;FL;LGA;MKE;7;1
19810;10400;500;WN;MCO;RSW;5;1
68720;6820;450;OO;ORD;GRR;1;1
23860;10000;1410;DL;ATL;LGA;2;1
59890;7610;440;XE;SBN;ORD;3;1
510;11400;650;WN;DAL;HOU;6;1
4500;6740;1360;UA;SNA;DEN;1;1
15500;9500;2250;US;PHX;CLT;6;1
10480;6200;1800;WN;BWI;MSY;1;1
8620;7550;1100;WN;BWI;IND;2;1
31160;6050;800;WN;LAX;SMF;5;1
6340;8350;3200;B6;SFO;BOS;4;1
39430;5200;1200;MQ;ORD;TUL;7;1
6180;5450;1050;F9;PHX;DEN;1;1
15820;13050;1240;DL;SLC;PDX;3;1
24990;8190;1330;XE;IAH;ABQ;4;1
9940;6850;750;WN;RDU;PHL;3;1
3530;12400;650;WN;BOI;GEG;7;1
40910;5350;900;MQ;ORD;BNA;6;1
11630;5200;700;WN;SNA;LAS;2;1
3970;10650;2050;CO;IAH;LAS;3;1
23940;10650;1260;DL;ATL;PHL;2;1
21190;6250;1190;XE;MCI;IAH;7;1
6720;11350;2050;F9;DEN;MCO;7;1
22460;4500;1180;XE;IAH;ATL;3;1
1550;10750;3560;US;PHL;SAN;2;1
7620;5840;1100;F9;LAS;DEN;3;1
710;6750;1900;US;PHX;SEA;2;1
1700;10600;850;UA;LAX;SFO;7;1
65780;8370;940;OO;DEN;BIS;7;1
54940;6000;1120;EV;MLI;ATL;3;1
50500;10290;700;EV;CAK;DTW;1;1
64220;10130;970;OO;CRW;ORD;1;1
48320;9100;1030;OO;SLC;MSO;6;1
70810;12600;1090;EV;ORD;CAE;3;1
14970;5450;1050;WN;MSY;FLL;4;1
54080;8950;730;EV;ATL;CHS;3;1
15130;7790;2760;US;CLT;PHX;4;1
50290;6600;900;EV;ATL;JAN;1;1
10630;13600;2780;DL;LAX;MCO;7;1
24450;6600;1000;WN;OAK;SLC;4;1
55470;7260;730;EV;ATL;VPS;4;1
3890;9000;800;WN;BNA;RDU;2;1
16930;12750;1250;WN;PHX;OAK;3;1
40430;7050;1280;9E;GRR;MEM;2;1
14040;9600;2010;B6;SFO;AUS;3;1
2960;11220;1130;FL;HOU;ATL;6;1
15790;10350;1030;US;PHL;CLT;2;1
21710;11550;1600;XE;IAH;ORF;7;1
8630;4700;1650;AA;DFW;MIA;3;1
55320;3300;640;EV;CAE;ATL;3;1
62860;4820;1340;OO;DEN;PSP;5;1
66240;11420;2060;OO;CLE;DEN;3;1
26510;4300;3180;DL;PHL;SLC;1;1
440;12150;800;WN;MCI;MDW;2;1
1580;11850;1150;DL;DTW;LGA;4;1
1800;13670;3400;UA;SFO;BOS;3;1
90;11210;2450;UA;BWI;DEN;7;1
23810;4000;1290;XE;EWR;CLT;4;1
24010;6850;2000;WN;OAK;MCI;6;1
6030;6000;3750;WN;PVD;LAS;6;1
65400;10140;880;OH;OKC;MEM;7;1
25390;6350;1150;WN;BNA;PHL;5;1
21620;9900;830;XE;IAH;TUL;3;1
6170;11400;750;WN;CMH;MDW;2;1
9340;11260;600;FL;ATL;JAX;5;1
43930;6700;700;MQ;BOS;JFK;3;1
530;7070;730;B6;ROC;JFK;7;1
2270;10480;2120;CO;BWI;IAH;4;1
39850;3600;1000;9E;DSM;MEM;4;1
15660;9000;2450;WN;MCI;PDX;3;1
36620;3600;1550;WN;DEN;LAX;1;1
8520;10550;650;WN;BUR;SJC;4;1
13120;11400;2400;AA;SJU;BDL;5;1
46860;7900;1100;OO;SJC;SLC;7;1
23700;5450;2040;XE;EWR;MSP;3;1
40310;5550;1240;9E;MEM;LBB;3;1
4680;10800;3360;CO;EWR;LAS;6;1
27430;10180;1580;DL;EWR;ATL;2;1
67640;4080;970;OO;LNK;DEN;1;1
64290;6370;1020;OO;LAS;SFO;5;1
69610;6050;800;OO;DEN;LNK;7;1
7650;12300;1150;WN;MDW;RDU;5;1
8630;7600;1450;AA;MIA;SJU;6;1
43730;6050;1040;9E;DTW;BTV;5;1
23550;12650;1500;AA;ORD;DFW;2;1
7990;10900;1650;F9;DEN;PDX;5;1
4950;4000;1950;AA;MIA;DFW;6;1
31180;8490;1250;XE;EWR;CHS;7;1
25060;4400;1360;XE;BNA;IAH;5;1
37490;9150;1620;9E;HPN;ATL;3;1
15320;10850;3300;WN;BWI;LAS;1;1
37980;6300;920;9E;DTW;ABE;2;1
12850;10750;1070;DL;ATL;PBI;4;1
29350;3900;1600;MQ;MSN;DFW;3;1
4370;7050;2650;WN;MDW;RNO;3;1
12090;3900;3420;DL;BOS;SLC;4;1
13940;11100;740;DL;LGA;BOS;4;1
15850;6900;1540;US;PHL;MCO;1;1
11990;5700;600;WN;MSY;BHM;1;1
25820;11000;1540;DL;MCO;BDL;6;1
24540;7250;1040;XE;MEM;IAH;1;1
730;8300;1800;B6;JFK;PBI;5;1
15870;7400;950;WN;BNA;BWI;7;1
4530;11050;900;WN;MSP;MDW;7;1
9310;9900;1800;WN;BWI;MCI;2;1
20120;4450;1270;DL;ATL;ORD;2;1
36750;11000;1700;MQ;CMH;MIA;4;1
4900;10250;1700;WN;MDW;HOU;2;1
4920;10750;1050;US;PHX;DEN;3;1
11440;9950;700;AA;ORD;STL;3;1
62660;5730;1070;OH;IAD;DTW;5;1
64100;10310;690;OO;SFO;BUR;2;1
59770;10530;1330;XE;ORD;OKC;5;1
470;9900;650;WN;AMA;DAL;5;1
4060;9830;2150;UA;DEN;LGA;1;1
4970;5500;2050;CO;IAH;LAS;4;1
21120;3300;580;DL;BHM;ATL;7;1
5880;6250;600;WN;PIT;BWI;1;1
35030;8750;1500;MQ;DFW;CLE;3;1
3000;12850;2730;B6;LGB;IAD;3;1
50320;8580;500;EV;CSG;ATL;4;1
26140;12800;990;YV;CLT;EWR;7;1
10980;3950;1450;WN;HOU;MDW;2;1
26180;10500;1010;DL;MCO;ATL;5;1
3070;4650;3400;WN;FLL;LAS;2;1
34830;12750;750;WN;BUR;SMF;3;1
17630;11750;1710;DL;ATL;SAT;7;1
3880;4250;800;WN;ELP;PHX;2;1
68760;5070;1720;OO;DEN;PDX;3;1
18310;4300;3300;WN;BWI;LAS;4;1
13670;12050;700;AA;DFW;IAH;7;1
70270;5830;620;OO;DRO;DEN;2;1
3550;5100;1170;UA;ATL;ORD;5;1
17910;4550;1450;WN;BWI;MCO;3;1
7700;3900;1800;WN;AUS;BWI;5;1
13950;11000;1000;WN;DAL;STL;7;1
14360;7010;1690;DL;DEN;DTW;5;1
13080;9300;1150;WN;HOU;STL;4;1
14650;5800;1430;US;PHL;ATL;4;1
7300;11680;1120;UA;ORD;BWI;6;1
7670;5550;1050;WN;DTW;STL;2;1
5080;8250;1360;FL;LGA;MKE;3;1
42760;10300;1070;9E;DTW;BNA;1;1
18240;8950;1070;DL;ATL;BWI;7;1
1020;3050;490;HA;HNL;ITO;3;1
7030;4200;2270;B6;JFK;SJU;5;1
37120;8850;1050;MQ;ORD;XNA;5;1
20290;4790;1950;AA;LGA;MIA;4;1
8500;7850;650;FL;EYW;MCO;7;1
2440;4200;1550;AS;SEA;LAX;4;1
26160;5900;2400;DL;LAS;DTW;1;1
4580;5400;1540;AS;SEA;LAX;4;1
4030;5250;1460;F9;DEN;LAX;1;1
11200;8400;650;AA;ORD;STL;7;1
21640;5400;830;US;DCA;LGA;5;1
18780;7350;550;AA;DFW;OKC;5;1
25440;7250;950;WN;MCO;RDU;6;1
29980;11100;1250;WN;DEN;BOI;6;1
4070;6450;650;WN;MDW;STL;7;1
27970;6150;700;WN;BUR;OAK;6;1
5890;11200;1790;B6;HPN;FLL;3;1
1420;6050;1490;B6;PBI;JFK;5;1
27560;10240;1360;XE;TUS;IAH;5;1
22980;10800;1350;WN;STL;HOU;6;1
49490;6800;880;EV;JAN;ATL;5;1
15180;3300;840;DL;MCO;ATL;2;1
9980;9200;650;WN;BWI;BDL;4;1
14580;7250;550;WN;ONT;LAS;1;1
59750;5100;810;XE;DSM;ORD;4;1
18800;9700;2980;CO;SEA;EWR;1;1
4620;6570;1790;B6;RSW;BOS;3;1
13410;4350;2850;AA;ORD;SFO;4;1
7070;10750;1500;US;PHL;ORD;7;1
1610;9850;800;WN;LGA;BWI;2;1
15790;6950;750;WN;PHX;ONT;6;1
68450;8190;820;OO;SFO;SBA;4;1
8430;10900;1770;F9;DEN;SEA;2;1
4970;7600;650;WN;BWI;RDU;5;1
64500;11400;690;OO;SFO;BUR;1;1
4320;7400;600;WN;LAX;LAS;3;1
17000;8700;1100;US;CLT;BDL;5;1
3070;5500;1290;AS;SFO;SEA;1;1
29220;12050;1480;XE;IAH;GRR;6;1
2600;4400;2400;WN;SEA;MDW;2;1
17570;5300;1460;B6;FLL;SJU;5;1
1170;8250;3700;AA;JFK;LAX;5;1
48760;5270;940;OO;MSO;SLC;1;1
7010;10800;3690;US;PHL;LAX;7;1
55100;7600;780;EV;ATL;MOB;7;1
40220;11300;780;9E;MEM;TYS;7;1
4400;11150;1050;AA;DFW;OMA;1;1
69270;8250;1070;OO;HLN;DEN;7;1
5750;9000;830;F9;DEN;SLC;3;1
6710;9650;1650;WN;MDW;DEN;3;1
42190;7410;1010;9E;ROA;DTW;3;1
20560;8350;3350;WN;PHL;PHX;6;1
68460;6520;760;OO;SFO;SBA;5;1
17250;4350;1310;DL;BWI;ATL;4;1
10580;5300;1750;CO;IAH;DCA;5;1
10830;4200;900;WN;MDW;MSP;5;1
12690;3800;1200;US;JFK;CLT;5;1
3360;8050;390;HA;HNL;OGG;6;1
24390;6600;1100;DL;DCA;ATL;1;1
23330;8800;1550;AA;ORD;DFW;4;1
7630;11840;1070;FL;PBI;ATL;3;1
62720;8350;550;OH;EVV;CVG;7;1
41470;8250;750;9E;DTW;BUF;6;1
3990;12500;3140;FL;ATL;SEA;2;1
5260;10520;1530;B6;MCO;EWR;6;1
2730;6000;720;US;ONT;PHX;5;1
22710;9150;960;DL;MSP;IND;7;1
8420;6200;1820;B6;FLL;BOS;4;1
66500;11490;870;OO;EUG;SFO;1;1
4370;6400;650;WN;BWI;BUF;2;1
65780;5200;1470;OH;DTW;XNA;2;1
12180;11020;830;B6;BUF;BOS;5;1
31210;7600;750;MQ;LAX;SJC;3;1
7650;4900;1140;F9;DEN;LAS;7;1
6620;9700;750;WN;ONT;PHX;1;1
13090;10500;820;B6;JFK;IAD;4;1
1430;9350;1150;US;SFO;PHX;3;1
25010;6800;1210;XE;IAH;ELP;7;1
55260;9470;1180;EV;HOU;ATL;2;1
29840;6800;720;DL;MSP;MKE;3;1
22120;10550;610;XE;IAH;BTR;2;1
17950;12400;750;WN;PHX;SNA;2;1
16320;12400;750;WN;LAX;OAK;4;1
26270;10250;1130;YV;DTW;CLT;3;1
19700;8650;1150;AA;DEN;DFW;7;1
42160;5200;1350;MQ;ORD;OKC;1;1
17840;9800;1100;DL;ATL;IAD;4;1
4600;3950;850;WN;OKC;HOU;3;1
9940;4250;650;WN;STL;BNA;1;1
63760;11000;620;OO;DEN;DRO;6;1
20390;9000;1150;DL;DCA;ATL;3;1
1100;10270;1250;FL;DFW;ATL;3;1
42070;11400;1220;9E;DAY;MSP;5;1
66450;11400;360;OO;SFO;MOD;6;1
13620;10150;850;WN;SNA;SMF;5;1
11990;8390;1660;DL;SLC;MSP;7;1
28530;11250;750;MQ;DFW;SGF;7;1
7580;4600;1000;WN;LIT;MDW;4;1
5350;6210;340;HA;OGG;HNL;7;1
15220;8900;2050;WN;PVD;FLL;5;1
6780;11450;650;WN;OAK;BUR;3;1
50350;10500;800;EV;ATL;MOB;3;1
9750;10350;3500;UA;IAD;SFO;7;1
50050;8150;1550;EV;MEM;DEN;2;1
6610;4200;1780;B6;SYR;MCO;3;1
43950;6200;1300;MQ;BNA;LGA;7;1
2720;12550;3150;AA;SFO;MIA;6;1
29470;9850;1750;XE;IAH;PHX;3;1
25870;10250;1100;WN;MDW;RDU;7;1
4680;12300;3470;CO;EWR;LAS;7;1
16930;10400;1750;AA;MCO;DFW;3;1
53730;10850;1550;EV;SYR;ATL;4;1
25820;11550;1530;DL;MCO;BDL;3;1
20440;11100;860;US;DCA;BOS;1;1
7600;8120;2630;UA;SFO;ORD;6;1
290;5100;2000;WN;BOS;STL;2;1
37530;8700;1040;9E;MEM;JAX;1;1
26910;4550;2210;DL;MSP;MIA;1;1
70340;8140;600;OO;GJT;DEN;5;1
42050;12400;1300;MQ;ORD;BDL;2;1
6800;5250;550;WN;DAL;AUS;5;1
6530;5050;1610;F9;DEN;SFO;3;1
50140;11750;1000;EV;ATL;PHF;4;1
810;3600;2190;AS;SEA;ANC;2;1
19370;4300;1350;WN;MSY;MDW;5;1
15990;10100;1150;WN;BHM;HOU;1;1
14870;6400;2550;AA;ORD;RNO;2;1
4080;10550;2120;UA;DEN;MCO;1;1
17870;12900;2380;DL;MSP;SAN;1;1
39950;4000;750;9E;GRB;MSP;4;1
28810;7500;950;YV;SBP;PHX;4;1
56110;11000;880;EV;ATL;MEM;6;1
52790;8340;1360;EV;DTW;JAN;5;1
18000;7400;1350;AA;PHX;DFW;1;1
36670;7540;1110;9E;SWF;DTW;2;1
7590;12250;1810;B6;SJU;MCO;5;1
9870;8750;750;WN;PHX;ONT;3;1
48360;8150;1020;OO;MEM;DFW;5;1
6630;10440;2460;UA;DCA;DEN;3;1
18440;8740;1650;CO;IAH;CLE;2;1
16920;12000;1760;CO;EWR;MCO;1;1
27440;11350;1910;DL;MSP;TPA;5;1
6910;9400;1100;DL;RIC;ATL;3;1
68210;5940;690;OO;RDD;SFO;1;1
25730;5900;1270;XE;BNA;EWR;4;1
15680;11350;2170;DL;LAX;MSP;1;1
64970;8200;1220;OH;MEM;AUS;4;1
27040;5620;1060;XE;MEM;IAH;5;1
39320;8350;1160;9E;DTW;MHT;2;1
49780;11350;980;EV;FAY;ATL;4;1
29830;12000;850;DL;DTW;MSN;4;1
7420;8400;1640;US;FLL;PHL;4;1
71380;10250;910;EV;IAD;MHT;3;1
1370;9260;1980;B6;JFK;RSW;1;1
2460;3900;3200;DL;LAX;JFK;2;1
65560;10160;890;OO;DEN;TUL;5;1
6670;12750;1560;F9;DEN;SFO;6;1
2970;9950;3650;AA;LAX;HNL;2;1
8410;11780;840;UA;LAX;SFO;5;1
26270;10250;1130;YV;DTW;CLT;4;1
17470;10450;2300;AA;DFW;SJC;4;1
6890;3800;2200;AA;ORF;DFW;3;1
240;7200;550;WN;HOU;DAL;2;1
6340;11000;1100;WN;BWI;SDF;4;1
78040;13150;660;OO;SLC;TWF;4;1
15890;8900;2550;WN;MCI;SEA;1;1
39830;7300;580;9E;DTW;SBN;2;1
14460;8870;690;DL;ATL;JAX;2;1
5550;5350;3270;CO;CLE;SFO;1;1
20160;9500;1690;DL;DEN;ATL;1;1
17950;11000;1750;WN;HOU;PHX;7;1
18270;6700;1140;DL;ATL;FLL;7;1
4760;8100;600;AA;MIA;MCO;1;1
3870;11670;1350;UA;MSP;DEN;7;1
18980;7200;1000;AA;ELP;DFW;4;1
11490;6800;1900;WN;PHX;MSP;4;1
490;9850;950;DL;CVG;ATL;5;1
6710;4600;3660;B6;JFK;LAX;6;1
25360;10650;1850;WN;MDW;SAT;5;1
2270;10540;2140;CO;BWI;IAH;1;1
15330;12650;540;CO;IAH;AUS;3;1
2670;11450;3650;AA;LAX;HNL;7;1
52730;10100;630;EV;JAN;MEM;6;1
16290;7350;2270;CO;IAH;SNA;7;1
41800;6850;1150;MQ;ORD;CLT;4;1
13380;10850;1600;WN;LGA;MDW;4;1
17250;12200;2850;US;MCO;PHX;4;1
1940;4050;1900;CO;LAX;IAH;3;1
3700;8400;2200;WN;DEN;PHL;4;1
36900;11000;900;WN;SAN;OAK;3;1
8490;11700;1050;WN;STL;DAL;6;1
6670;12750;1560;F9;DEN;SFO;3;1
10720;10450;950;WN;ABQ;DAL;7;1
36030;12750;1000;MQ;MIA;CHS;7;1
21600;11300;1240;DL;MIA;ATL;4;1
1770;5400;1700;WN;PHL;PBI;2;1
67470;6440;480;OO;SMF;SFO;4;1
9500;4610;2850;UA;LAX;IAD;3;1
36470;10500;750;MQ;MIA;JAX;6;1
48470;5450;910;OO;MSP;MOT;1;1
22650;4900;3150;WN;BUF;LAS;2;1
22620;10550;1180;DL;DTW;PHL;5;1
2520;11850;650;WN;ONT;SJC;4;1
17000;5250;1600;DL;ATL;BOS;1;1
20210;9400;2700;DL;DTW;PHX;3;1
3070;6600;700;WN;LAS;LAX;3;1
38000;10400;850;9E;DTW;SYR;3;1
910;3600;3870;UA;EWR;SFO;5;1
4120;12900;1480;DL;ATL;BOS;1;1
20530;10300;950;WN;SFO;LAS;7;1
70270;4910;620;OO;DEN;DRO;5;1
65560;9050;1400;OH;CVG;MSY;7;1
4110;6350;3500;WN;PHL;LAS;3;1
4480;4200;3900;CO;EWR;SFO;4;1
19870;6950;2370;DL;MSP;SAN;7;1
13220;7300;1700;WN;SEA;PHX;6;1
5670;9290;1910;B6;SWF;FLL;3;1
4940;11550;1650;AA;DFW;BWI;7;1
2630;13540;850;UA;LAX;SFO;3;1
36820;8900;1550;WN;AUS;MDW;2;1
10470;10350;920;US;DCA;CLT;7;1
20890;5300;790;XE;EWR;DCA;2;1
4670;12860;2800;CO;IAH;SEA;2;1
42670;11700;500;9E;MEM;GTR;6;1
820;5700;2000;AS;ANC;SEA;2;1
200;4650;2250;WN;BWI;HOU;4;1
24610;7650;1400;DL;PHL;ATL;5;1
24040;6180;1110;DL;LAX;SLC;5;1
3040;10150;1150;WN;BHM;HOU;5;1
70540;11500;580;OO;SFO;RNO;2;1
3770;9940;1100;UA;PHX;DEN;4;1
10550;5350;1000;WN;MSY;MCO;1;1
43430;4050;850;MQ;ORD;DTW;1;1
11800;7000;1250;WN;SEA;OAK;5;1
4700;4450;2340;CO;EWR;SJU;4;1
72950;4820;490;YV;ORD;ATW;2;1
70830;8400;750;EV;ORF;IAD;6;1
11920;7500;800;WN;BHM;TPA;6;1
10250;4250;1250;WN;DEN;LAS;2;1
59230;11850;760;XE;ORD;CLE;1;1
5330;6200;1610;AS;ONT;SEA;7;1
8880;4300;750;WN;BUR;OAK;3;1
72720;8820;900;YV;CLT;IAD;7;1
50520;12410;850;EV;ATL;OAJ;1;1
34310;4100;1200;WN;BWI;BNA;7;1
36720;4350;1550;MQ;SDF;MIA;7;1
52710;9700;1210;EV;ATL;XNA;2;1
20200;12300;800;WN;SMF;LAS;2;1
6450;9370;3200;UA;SJU;ORD;2;1
3360;12450;850;WN;PHL;BOS;3;1
10980;7150;1550;WN;MCO;BUF;4;1
14400;7750;1650;WN;TPA;MDW;4;1
16910;8300;750;WN;CLE;BWI;2;1
62940;9640;620;OO;DEN;DRO;2;1
16530;5500;2290;DL;MSP;PSP;6;1
2850;5160;3740;UA;IAD;SFO;6;1
9730;9590;630;US;CHS;CLT;1;1
18540;8650;1070;US;CLT;PVD;4;1
21560;7060;1340;XE;TUS;IAH;3;1
23970;5700;900;WN;MDW;MCI;2;1
28890;6300;800;MQ;DFW;CRP;7;1
19300;10700;1750;WN;LAS;HOU;1;1
66460;5500;1720;OO;DEN;PDX;2;1
13340;5300;2850;WN;MDW;SMF;4;1
40840;13150;870;9E;DTW;ITH;2;1
8630;7600;1450;AA;MIA;SJU;1;1
3450;5820;1460;UA;ORD;MSY;4;1
5930;6700;1630;B6;HPN;MCO;2;1
6100;11350;800;WN;ABQ;PHX;2;1
1130;11450;1500;WN;FLL;BWI;5;1
8320;9650;2450;WN;OAK;MDW;4;1
11870;5920;1550;FL;MLI;MCO;1;1
30470;3600;1140;XE;BHM;IAH;6;1
5150;6950;2300;WN;STL;LAS;4;1
12410;3950;1700;WN;MDW;DEN;7;1
26330;10830;900;YV;IAD;CLT;2;1
13120;11400;2400;AA;SJU;BDL;6;1
7620;5840;1100;F9;LAS;DEN;1;1
42120;7700;950;MQ;ORD;BUF;5;1
3660;6600;600;WN;HRL;HOU;5;1
3250;10550;850;WN;PHX;BUR;5;1
1090;10850;940;DL;ATL;MCO;1;1
50090;5160;1580;EV;MEM;EWR;3;1
4570;9300;1150;WN;HOU;STL;4;1
6940;5250;1050;WN;SAN;ABQ;1;1
15190;8250;920;DL;MSP;STL;6;1
63380;10330;420;OO;SAN;LAX;2;1
10960;9400;820;US;PHL;RDU;7;1
30970;7500;1370;XE;EWR;IND;3;1
44900;11450;850;MQ;BOS;LGA;3;1
52560;9350;800;EV;VPS;ATL;1;1
10220;12200;680;US;CLT;RIC;4;1
39670;4700;950;MQ;ORD;OMA;3;1
50900;11350;1320;EV;ATL;MSN;5;1
28140;11200;1500;WN;TPA;ISP;6;1
66680;6080;1130;OO;DEN;FAR;2;1
50870;3950;580;EV;MLU;MEM;7;1
1160;8070;960;DL;TPA;ATL;1;1
39040;10250;800;MQ;ORD;CLE;4;1
65460;5390;740;OO;MFR;PDX;6;1
72510;7400;1010;YV;ORD;MEM;1;1
13870;8800;2500;AA;ORD;LAS;3;1
23950;5700;800;XE;JAN;IAH;5;1
37620;3700;1050;WN;MSP;STL;1;1
39860;7110;760;9E;DSM;MSP;1;1
12310;6270;1020;DL;PDX;SLC;6;1
3880;4250;800;WN;ELP;PHX;4;1
1120;900;2000;AS;ANC;SEA;7;1
2330;8020;850;FL;ATL;RIC;4;1
10250;9750;1210;US;CLT;MIA;5;1
17800;6750;3120;CO;SEA;EWR;1;1
5840;10340;1730;B6;FLL;HPN;6;1
23140;8950;700;WN;SAN;TUS;6;1
12770;13650;670;DL;ATL;CHS;3;1
66230;12140;960;OO;SFO;MFR;3;1
9950;6400;1550;WN;LGA;MDW;1;1
800;7230;1550;DL;MCO;JFK;3;1
10900;7300;980;DL;ATL;IND;7;1
17630;8450;800;WN;PHL;RDU;7;1
2250;6700;2100;DL;ATL;DEN;5;1
10140;8900;2400;AA;SEA;ORD;4;1
5390;10950;1800;AA;DFW;LAS;4;1
71150;10270;870;EV;IAD;CAE;1;1
9280;4800;2800;WN;CMH;LAS;2;1
52510;9660;1040;EV;BMI;ATL;1;1
3880;5300;700;WN;PHX;SAN;4;1
47420;9400;920;OO;RAP;MSP;5;1
39530;12000;1100;WN;BWI;IND;5;1
11420;7150;800;WN;BWI;BOS;2;1
20130;11400;2400;AA;ORD;LAS;2;1
26280;10100;1100;DL;ORD;MEM;3;1
410;5600;1650;WN;SEA;ABQ;1;1
43250;8750;1200;9E;RDU;TPA;2;1
41110;12000;1150;MQ;ORD;CLT;3;1
40060;8550;950;MQ;ORD;CHA;2;1
42560;8350;780;9E;DTW;ELM;5;1
1460;7950;850;WN;OAK;LAS;5;1
14410;12270;960;DL;ATL;LIT;4;1
10230;7300;950;WN;ABQ;DAL;7;1
10360;9160;2190;DL;SLC;ATL;6;1
22310;9850;1230;DL;LGA;DTW;1;1
15440;6150;1620;CO;IAH;CLE;5;1
3010;8050;1860;CO;EWR;FLL;5;1
11710;10600;1250;WN;SEA;OAK;2;1
26410;5160;2110;XE;EWR;MCI;1;1
37190;8300;880;9E;MSN;DTW;6;1
9100;4800;950;WN;DEN;SLC;3;1
15990;5600;2050;WN;LAX;STL;5;1
1660;7450;2200;WN;SEA;STL;1;1
6590;6000;3900;US;PHL;SFO;1;1
30390;7950;1190;XE;ABQ;IAH;4;1
1940;7680;610;UA;EGE;DEN;7;1
16850;11000;1050;WN;PDX;SJC;4;1
41520;11350;1090;9E;MEM;GRR;3;1
30440;7250;1400;MQ;LAX;DEN;6;1
7160;6850;2430;B6;SJU;JFK;2;1
38200;8140;560;9E;AZO;DTW;3;1
